WSxM file copyright UAM
WSxM ASCII XYZ file
X[nm]		Y[nm]		Z[m]

0.000000	0.000000	3.68467E-011
0.058796	0.000000	3.25118E-011
0.117592	0.000000	2.7932E-011
0.176388	0.000000	2.50795E-011
0.235183	0.000000	2.50514E-011
0.293979	0.000000	2.76079E-011
0.352775	0.000000	3.13856E-011
0.411571	0.000000	3.46398E-011
0.470367	0.000000	3.60999E-011
0.529163	0.000000	3.54992E-011
0.587959	0.000000	3.3544E-011
0.646754	0.000000	3.14051E-011
0.705550	0.000000	3.0058E-011
0.764346	0.000000	2.98372E-011
0.823142	0.000000	3.04109E-011
0.881938	0.000000	3.11217E-011
0.940734	0.000000	3.14429E-011
0.999530	0.000000	3.12729E-011
1.058326	0.000000	3.09176E-011
1.117121	0.000000	3.08185E-011
1.175917	0.000000	3.12268E-011
1.234713	0.000000	3.20306E-011
1.293509	0.000000	3.2829E-011
1.352305	0.000000	3.31848E-011
1.411101	0.000000	3.28857E-011
1.469897	0.000000	3.20586E-011
1.528692	0.000000	3.10809E-011
1.587488	0.000000	3.03635E-011
1.646284	0.000000	3.01439E-011
1.705080	0.000000	3.04039E-011
1.763876	0.000000	3.0939E-011
1.822672	0.000000	3.15088E-011
1.881468	0.000000	3.19627E-011
1.940263	0.000000	3.22688E-011
1.999059	0.000000	3.24502E-011
2.057855	0.000000	3.24987E-011
2.116651	0.000000	3.23452E-011
2.175447	0.000000	3.19163E-011
2.234243	0.000000	3.12389E-011
2.293039	0.000000	3.05061E-011
2.351834	0.000000	3.00373E-011
2.410630	0.000000	3.01291E-011
2.469426	0.000000	3.08711E-011
2.528222	0.000000	3.20389E-011
2.587018	0.000000	3.3147E-011
2.645814	0.000000	3.36576E-011
2.704610	0.000000	3.32528E-011
2.763406	0.000000	3.20253E-011
2.822201	0.000000	3.04772E-011
2.880997	0.000000	2.93075E-011
2.939793	0.000000	2.9083E-011
2.998589	0.000000	2.99544E-011
3.057385	0.000000	3.15644E-011
3.116181	0.000000	3.32021E-011
3.174977	0.000000	3.41344E-011
3.233772	0.000000	3.39513E-011
3.292568	0.000000	3.27558E-011
3.351364	0.000000	3.11049E-011
3.410160	0.000000	2.97353E-011
3.468956	0.000000	2.92131E-011
3.527752	0.000000	2.96842E-011
3.586548	0.000000	3.08403E-011
3.645343	0.000000	3.21055E-011
3.704139	0.000000	3.29339E-011
3.762935	0.000000	3.3061E-011
3.821731	0.000000	3.25877E-011
3.880527	0.000000	3.187E-011
3.939323	0.000000	3.12955E-011
3.998119	0.000000	3.10762E-011
4.056914	0.000000	3.11691E-011
4.115710	0.000000	3.13533E-011
4.174506	0.000000	3.14015E-011
4.233302	0.000000	3.12377E-011
