WSxM file copyright UAM
WSxM ASCII XYZ file
X[nm]		Y[nm]		Z[m]

0.000000	0.000000	1.11056E-010
0.058796	0.000000	1.1737E-010
0.117592	0.000000	1.25025E-010
0.176388	0.000000	1.24005E-010
0.235183	0.000000	1.23558E-010
0.293979	0.000000	1.32729E-010
0.352775	0.000000	1.42253E-010
0.411571	0.000000	1.41144E-010
0.470367	0.000000	1.29583E-010
0.529163	0.000000	1.30823E-010
0.587959	0.000000	1.59066E-010
0.646754	0.000000	1.83149E-010
0.705550	0.000000	1.91727E-010
0.764346	0.000000	1.85637E-010
0.823142	0.000000	1.94629E-010
0.881938	0.000000	2.20964E-010
0.940734	0.000000	2.3325E-010
0.999530	0.000000	2.24807E-010
1.058326	0.000000	2.04956E-010
1.117121	0.000000	1.87576E-010
1.175917	0.000000	1.99447E-010
1.234713	0.000000	2.09928E-010
1.293509	0.000000	2.05005E-010
1.352305	0.000000	1.98818E-010
1.411101	0.000000	2.00842E-010
1.469897	0.000000	1.96542E-010
1.528692	0.000000	1.8459E-010
1.587488	0.000000	1.92999E-010
1.646284	0.000000	2.06844E-010
1.705080	0.000000	2.08118E-010
1.763876	0.000000	2.08334E-010
1.822672	0.000000	2.27949E-010
1.881468	0.000000	2.56267E-010
1.940263	0.000000	2.77846E-010
1.999059	0.000000	2.79949E-010
2.057855	0.000000	2.66809E-010
2.116651	0.000000	2.63963E-010
2.175447	0.000000	2.67431E-010
2.234243	0.000000	2.60782E-010
2.293039	0.000000	2.36608E-010
2.351834	0.000000	2.28363E-010
2.410630	0.000000	2.53105E-010
2.469426	0.000000	2.56209E-010
2.528222	0.000000	2.39399E-010
2.587018	0.000000	2.15167E-010
2.645814	0.000000	2.16626E-010
2.704610	0.000000	2.15527E-010
2.763406	0.000000	1.94459E-010
2.822201	0.000000	1.81589E-010
2.880997	0.000000	1.72095E-010
2.939793	0.000000	1.6208E-010
2.998589	0.000000	1.64473E-010
3.057385	0.000000	1.67108E-010
3.116181	0.000000	1.61588E-010
3.174977	0.000000	1.65717E-010
3.233772	0.000000	1.81012E-010
3.292568	0.000000	1.93423E-010
3.351364	0.000000	1.9273E-010
3.410160	0.000000	1.83145E-010
3.468956	0.000000	1.83739E-010
3.527752	0.000000	1.87893E-010
3.586548	0.000000	1.83841E-010
3.645343	0.000000	1.63503E-010
3.704139	0.000000	1.5231E-010
3.762935	0.000000	1.43848E-010
3.821731	0.000000	1.31292E-010
3.880527	0.000000	1.20357E-010
3.939323	0.000000	1.12935E-010
3.998119	0.000000	9.87682E-011
4.056914	0.000000	9.27191E-011
4.115710	0.000000	1.06187E-010
4.174506	0.000000	1.07483E-010
4.233302	0.000000	1.01673E-010
4.292098	0.000000	1.11402E-010
4.350894	0.000000	1.28486E-010
4.409690	0.000000	1.35836E-010
4.468486	0.000000	1.40334E-010
4.527281	0.000000	1.52144E-010
4.586077	0.000000	1.70269E-010
4.644873	0.000000	1.81021E-010
4.703669	0.000000	1.73868E-010
4.762465	0.000000	1.78757E-010
4.821261	0.000000	2.05061E-010
4.880057	0.000000	2.16627E-010
4.938852	0.000000	2.07328E-010
4.997648	0.000000	1.86474E-010
5.056444	0.000000	1.81716E-010
5.115240	0.000000	1.8999E-010
5.174036	0.000000	1.89924E-010
5.232832	0.000000	1.97143E-010
5.291628	0.000000	2.17119E-010
5.350423	0.000000	2.2502E-010
5.409219	0.000000	2.20694E-010
5.468015	0.000000	2.34873E-010
5.526811	0.000000	2.50667E-010
5.585607	0.000000	2.52575E-010
5.644403	0.000000	2.46568E-010
5.703199	0.000000	2.56186E-010
5.761994	0.000000	2.78999E-010
5.820790	0.000000	2.99389E-010
